#OTUId	16-TM29-FDA	13-TM42-FDA	23-T26-FDA	16-T26-FDA	20-TM30-FDA	18-TM36-FDA	23-T80-FDA	15-T52-FDA	26-S0-FDA	08-TM36-FDA	29-T13-FDA	18-T52-FDA	16-TM54-FDA	CONTROL5	19-S0-FDA	14-T52-FDA	19-T13-FDA	03-TM60-FDA	CONTROL3	27-T26-FDA	16-T106-FDA	23-TM42-FDA	35-T52-FDA	30-T80-FDA	27-T52-FDA	28-T52-FDA	20-T106-FDA	16-T80-FDA	22-T26-FDA	02-TM54-FDA	14-TM60-FDA	13-TM60-FDA	28-T26-FDA	26-T80-FDA	06-TM30-FDA	14-TM48-FDA	26-T13-FDA	13-TM30-FDA	15-T26-FDA	18-S0-FDA	13-TM48-FDA	33-T0-FDA	30-T26-FDA	27-T13-FDA	31-T0-FDA	28-T0-FDA	33-T13-FDA	33-T26-FDA	26-T26-FDA	07-T106-FDA	31-T80-FDA	14-TM42-FDA	22-S0-FDA	34-S0-FDA	13-T52-FDA	19-T80-FDA	08-TM48-FDA	03-TM48-FDA	31-T52-FDA	30-T13-FDA	16-T52-FDA	06-TM42-FDA	16-TM48-FDA	21-S0-FDA	07-TM54-FDA	05-TM36-FDA	14-T80-FDA	35-T13-FDA	28-T6-FDA	13-TM54-FDA	19-T26-FDA	02-TM60-FDA	12-T80-FDA	01-TM48-FDA	31-T8-FDA	16-S0-FDA	10-T106-FDA	26-T106-FDA	20-T52-FDA	30-T0-FDA	35-T80-FDA	06-TM36-FDA	10-TM36-FDA	15-T13-FDA	14-TM30-FDA	13-TM36-FDA	22-TM30-FDA	30-T52-FDA	22-TM36-FDA	22-T13-FDA	28-T106-FDA	16-TM42-FDA	14-TM54-FDA	JR-F-DA	31-T26-FDA	20-T6-FDA	14-TM36-FDA	28-S0-FDA	02-TM46-FDA	22-T52-FDA	01-TM60-FDA	19-T6-FDA	03-TM54-FDA	16-T6-FDA	23-T52-FDA	27-T39-FDA	35-T26-FDA	20-T26-FDA	11-T80-FDA	NP-F-DA	20-S0-FDA	14-T26-FDA	27-T80-FDA	07-TM60-FDA	CONTROL4	29-T0-FDA	16-T13-FDA	25-T26-FDA	13-T106-FDA	16-TM36-FDA	19-T106-FDA	18-T13-FDA	14-T106-FDA	27-T0-FDA	19-T52-FDA	26-TM30-FDA	22-T106-FDA	06-T106-FDA	20-T80-FDA	21-T6-FDA	20-T13-FDA	21-T13-FDA	22-T6-FDA	29-T26-FDA	05-TM48-FDA	CONTROL2	CONTROL1	CONTROL6	18-T26-FDA	08-TM42-FDA	08-T106-FDA	taxonomy
OTU_291	0	0	37	0	109	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	9	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	53	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	0	0	48	2	0	0	0	0	0	0	0	15	1	0	0	42	0	0	0	0	0	0	0	3	1	1	9	2	8	20	0	0	121	0	0	0	0	0	0	0	0	8	0	3	0	0	0	9	0	21	0	0	0	25	2	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_4136	0	0	8	1	15	0	5	0	0	0	22	0	0	1	0	0	3	5	0	3	0	1	4	0	2	0	0	0	0	0	9	0	0	0	6	2	6	1	5	0	6	0	0	0	0	2	0	2	16	0	4	0	0	0	1	58	0	0	26	0	4	2	0	0	14	5	6	1	0	0	1	0	3	1	72	0	0	0	0	0	10	13	0	8	1	0	1	0	4	1	0	0	6	10	19	1	32	16	0	1	0	0	0	4	4	2	19	0	0	3	1	16	2	1	4	2	8	0	0	1	0	0	8	2	6	0	0	5	0	0	0	0	0	15	2	3	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
OTU_4501	0	0	15	0	8	0	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	5	0	0	0	1	0	0	0	0	4	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	22	0	0	0	12	0	0	10	3	0	0	3	0	300	0	0	86	0	0	5	0	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	4	0	7	0	0	0	0	39	40	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_4601	0	0	9	0	6	0	8	113	3	0	0	1	134	19	0	12	0	1	16	0	28	1	10	0	53	0	0	7	0	33	73	4	0	19	39	22	1	0	5	0	0	0	0	0	0	2	0	0	3	17	0	13	0	0	1	0	0	0	0	0	8	42	36	0	20	22	7	0	0	0	0	0	71	0	290	0	0	7	0	0	45	139	0	13	5	0	0	0	0	0	0	0	75	19	127	0	114	0	105	0	0	0	0	5	14	0	22	0	3	33	5	15	0	20	9	5	0	0	0	0	0	0	15	0	1	153	0	20	2	102	0	0	0	0	114	36	2	12	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
OTU_289	0	0	45	4	0	0	0	0	0	0	1	0	44	18	1	0	1	0	37	0	81	0	0	0	1	0	0	18	0	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	950	1	0	0	0	0	0	76	0	39	0	0	0	0	0	0	0	0	2	289	0	0	0	0	2	0	0	0	1	0	73	0	0	4	0	0	0	0	9	0	12	0	0	0	0	23	11	0	0	0	3	12	0	0	0	5	77	1	1	0	67	0	2	26	0	0	45	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2;
OTU_2641	0	0	6	0	3	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	5	0	0	0	4	1	0	3	3	0	0	3	0	157	0	0	37	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	5	0	0	0	0	8	14	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_118	0	0	46	6	1	0	7	0	1	0	37	0	0	25	0	106	1	1	4	31	10	1	4	0	0	1	4	57	0	16	61	3	0	6	40	12	22	1	11	0	14	3	0	0	0	0	0	0	15	5	64	12	0	0	0	16	0	0	0	0	18	17	0	0	11	67	44	3	3	0	3	0	62	2	0	24	1	1	0	0	30	115	0	11	17	4	2	0	2	0	1	5	20	2	0	0	103	0	55	0	0	3	0	0	4	4	25	0	0	66	5	26	0	41	2	10	17	0	1	20	0	0	104	0	4	5	0	1	5	0	1	0	0	30	77	49	2	111	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_55	0	0	39	0	1327	0	68	0	0	0	0	8	5	0	0	0	4	0	0	0	0	104	0	0	0	0	817	0	0	0	1	0	0	0	0	18	0	0	671	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	2	0	35	0	0	0	0	0	501	0	0	0	0	0	0	0	84	0	148	1	0	1	30	1	2	874	16	0	0	47	0	572	1	2	282	0	0	980	0	163	232	0	1	0	0	0	0	0	0	7	3	4	0	0	6	0	39	0	389	0	1263	1	0	0	0	90	98	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_307	0	0	7	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	113	0	232	2	0	0	0	0	0	0	0	0	0	0	0	1	43	0	0	0	78	82	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	75	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_180	0	0	36	24	77	0	166	0	2	0	10	0	2	6	0	0	0	0	0	0	8	32	0	0	0	0	15	0	0	0	1	0	0	1	2	1	3	2	0	0	0	0	0	0	0	0	0	0	37	13	1	1	0	1	0	1	0	0	0	0	39	40	0	0	0	30	0	0	0	0	4	0	8	0	0	0	0	0	41	0	29	327	0	58	0	0	0	0	1	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	12	56	0	13	404	10	57	0	0	0	1	0	10	0	0	106	0	0	8	0	5	0	0	0	66	0	7	0	0	6	12	0	0	2	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_115	0	0	41	0	0	0	80	0	375	0	1	0	155	0	0	52	5	0	0	0	0	113	69	0	0	0	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	82	0	0	0	0	1	11	1	0	10	0	0	0	0	0	0	3	21	0	0	0	0	0	15	0	0	189	0	0	0	0	7	0	21	0	0	14	2	0	0	0	0	44	4	0	0	0	0	0	0	0	0	0	493	1	0	0	100	4	0	0	1	0	202	0	57	113	1	0	0	166	0	0	0	7	0	0	0	28	0	0	0	0	0	520	0	75	12	0	11	0	0	140	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
OTU_108	0	0	40	0	0	0	0	0	0	0	0	0	253	26	0	0	0	0	0	0	37	0	0	0	0	0	0	18	0	0	36	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	11	36	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	5	0	0	1	0	0	0	0	0	32	56	0	2	26	0	0	0	0	0	0	0	0	0	0	0	1357	14	0	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	67	0	2	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_69	0	0	100	12	73	0	29	0	2	0	220	1	0	24	2	8	40	60	10	23	20	11	50	0	18	4	15	21	0	3	53	1	1	4	34	5	93	19	23	0	33	0	0	2	3	12	8	2	109	11	58	3	0	0	3	492	0	0	209	0	19	17	0	0	135	40	33	5	2	1	53	1	19	3	674	2	0	4	6	1	65	151	2	137	26	3	10	0	62	1	2	7	108	52	199	0	175	42	5	0	0	0	0	32	31	10	99	0	4	39	14	142	24	15	44	36	64	0	1	13	8	0	77	22	50	1	1	38	10	0	0	0	0	202	27	49	4	8	3	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
OTU_2222	0	0	26	0	2	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	7	0	0	0	0	0	2	0	0	0	0	0	0	1	15	0	27	0	0	0	2	0	0	3	4	0	0	6	0	212	0	0	128	0	0	8	0	65	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	15	0	0	0	5	0	0	0	0	42	47	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_582	0	0	17	1	0	1	13	0	0	0	97	2	5	1	0	82	3	0	89	0	1	33	3	0	0	0	0	0	0	0	36	0	0	0	9	102	1	0	2	0	0	0	0	0	1	13	0	0	1	0	17	285	0	3	5	1	0	0	0	0	3	1	2	0	1	12	107	0	1	0	3	13	28	0	2	2	0	0	1	0	29	0	0	4	7	0	0	0	1	0	0	0	82	0	0	0	153	16	4	6	2	0	0	0	38	1	8	0	0	0	0	8	0	7	0	6	0	0	1	0	1	48	88	1	1	1	4	0	0	0	0	0	0	1	0	3	1	3	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
OTU_470	0	0	29	0	0	0	63	103	0	0	0	0	105	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	1	0	0	0	0	22	1	0	0	7	0	0	0	0	85	0	0	0	0	1	0	1	0	1	0	199	11	3	0	0	0	0	0	0	0	21	0	0	17	18	2	5	0	0	24	1	0	1	0	1	0	0	0	2	0	0	0	1	0	20	0	17	0	0	1	3	1	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_4201	0	0	2	0	1	0	25	0	0	0	0	0	73	21	0	44	0	13	3	1	0	0	0	0	0	18	0	1	0	0	13	0	0	0	1	2	0	0	0	0	0	0	0	2	5	0	5	28	0	0	0	6	0	0	0	0	0	346	0	0	0	0	18	3	5	60	22	0	1	9	0	5	0	1	0	0	0	0	0	0	0	1	0	0	23	0	2	0	0	0	4	10	5	3	0	0	22	1	16	37	0	0	37	0	6	0	0	0	14	0	0	46	0	47	0	0	0	0	0	65	2	0	33	0	1	0	0	0	0	0	1	0	1	0	25	0	1	6	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_1485	0	0	3	0	0	0	52	0	0	0	1	0	0	54	0	25	59	122	0	1	0	0	0	0	0	0	0	0	0	0	183	0	1	0	1	32	0	0	347	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	15	0	170	2	0	0	0	0	0	110	137	33	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	166	35	0	0	0	0	0	0	0	98	12	0	0	69	28	0	0	0	1	200	0	0	0	0	0	1	49	0	2	1	66	11	0	0	0	0	0	66	0	34	103	17	1	0	0	0	0	0	0	0	0	86	57	97	12	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_265	0	0	35	0	13	0	0	0	1	0	0	0	0	9	0	7	15	0	2	68	0	1	0	0	32	0	0	0	0	9	5	5	0	0	12	0	2	7	5	0	6	0	0	19	1	46	39	23	0	14	0	3	0	0	1	13	0	0	0	0	1	36	0	0	0	20	3	0	0	35	4	19	31	15	2	0	0	0	9	0	0	36	0	8	0	2	1	0	0	0	19	0	12	2	0	67	6	38	13	0	18	2	0	0	6	4	26	105	4	5	11	0	35	0	3	33	0	0	1	0	0	247	12	2	5	0	1	11	55	0	47	0	0	0	27	8	13	3	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1073	0	0	42	1286	45	0	791	5968	0	0	0	34	29	74	1	31	20	0	0	0	168	249	0	0	0	0	157	14	0	1	1	1	0	7	2	9	0	0	7	399	0	0	2	1	5	0	263	837	155	1	1	1	0	0	1	0	0	0	0	0	961	0	47	0	2	37	7	1	0	0	3	0	0	1	0	0	0	0	1	0	2	0	3	0	4	0	5	0	0	0	0	0	1	0	0	16	0	0	0	1106	0	3	4	0	860	0	0	0	0	21	99	2	0	7	0	1	37	1	0	1	96	0	3	0	0	1	0	0	15	0	7	0	0	0	3	38	1	7	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia;
OTU_1606	0	0	2	0	0	0	1	16	0	24	1	2	8	0	4	0	6	11	1	10	0	1	0	0	15	15	1	0	48	0	20	0	686	0	0	28	1	2	7	91	1	8	0	4	6	0	1	5	0	0	1	46	21	0	0	0	4	10	4	0	1	0	0	17	6	2	0	3	0	30	1	2	1	2	7	4	2	0	2	0	4	0	40	15	0	0	10	0	14	28	5	1	17	0	3	12	146	0	0	11	0	6	1	1	3	4	2	3	2	0	10	27	3	3	2	1	4	0	0	0	2	0	1	0	3	0	8	0	8	0	6	0	84	0	0	0	0	0	0	2	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_1434	0	0	3	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	13	0	0	0	7	0	0	4	0	0	0	2	0	67	0	0	49	0	0	3	0	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	4	0	0	0	0	22	21	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_2918	0	0	10	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	13	0	1	0	11	0	0	8	0	0	0	0	2	0	0	0	0	1	0	3	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	34	116	0	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	32	0	0	2	0	4	0	0	1	1	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_130	0	0	5	0	6	0	13	0	0	0	0	0	0	9	1	0	0	0	0	1	0	1	0	0	0	0	149	0	0	0	164	0	0	1	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	32	24	0	0	1	0	0	0	0	340	47	0	0	113	0	0	0	0	0	0	0	36	7	0	0	0	426	5	0	0	39	57	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_150	0	0	31	0	87	0	16	0	0	0	0	0	0	6	0	13	0	0	0	0	0	49	0	0	0	0	36	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	29	3	0	0	0	0	0	4	0	0	0	0	0	4	0	0	3	0	0	2	0	0	0	0	0	0	0	5	0	0	37	0	0	0	0	0	0	0	0	13	0	0	3	818	0	87	0	0	47	0	0	0	0	0	0	0	0	4	0	0	0	0	0	49	0	2	0	0	0	1	1	0	3	0	0	0	Bacteria;Firmicutes;;;;;
OTU_1923	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	1	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	10	0	4	0	0	0	0	7	0	0	0	192	0	7	0	0	666	0	0	0	0	0	189	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	158	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;
OTU_67	0	0	19	0	0	0	12	0	0	0	0	1	0	55	81	24	0	0	0	1	0	0	1	0	44	3	0	0	1	15	4	0	2	231	0	1	0	0	587	0	55	1	0	0	0	0	0	0	0	0	1	19	0	167	55	2	1	0	0	1	0	0	0	12	127	0	4	0	1	0	0	299	329	1	0	0	0	57	0	0	586	0	0	0	120	9	91	0	115	6	1	0	5	25	0	0	321	0	5	2	1	0	0	2	53	44	0	0	1	16	0	1	0	88	1	0	0	0	0	1	0	1	13	0	0	21	0	0	0	1	0	0	0	0	33	57	15	16	0	0	20	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_127	0	0	4	0	0	0	40	131	0	0	0	0	562	0	0	42	0	0	0	0	155	38	0	0	0	0	0	3	0	0	117	0	0	23	0	71	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	20	0	0	0	0	0	2	0	0	0	5	0	0	1	0	114	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	129	118	0	0	0	0	0	0	0	137	0	0	0	58	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	195	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
OTU_258	0	0	35	0	0	0	277	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	99	0	0	0	6	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	126	0	53	0	0	0	0	3	0	0	0	34	0	107	0	0	99	0	238	0	0	0	45	0	0	0	0	21	67	0	0	0	0	0	0	0	0	1	0	0	11	6	0	0	0	0	0	0	0	30	1	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;
OTU_293	0	0	6	0	66	0	40	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	20	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_448	0	0	41	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_incertae_sedis;
OTU_333	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;
OTU_184	0	0	4	10	5	0	4	40	0	0	7	1	9	9	0	1	2	0	3	3	4	15	3	0	0	1	2	1	0	0	1	0	0	0	0	2	8	0	2	0	2	0	0	0	0	0	0	0	16	3	3	1	0	0	0	2	0	0	10	0	75	15	0	0	12	4	1	10	1	0	1	0	0	0	4	0	0	0	2	0	29	25	0	20	1	0	0	0	1	0	0	4	3	0	0	5	2	0	0	0	0	0	0	0	10	3	4	3	190	1	2	48	0	3	0	0	49	0	3	15	0	0	14	0	1	0	0	0	1	0	5	0	0	8	48	6	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium IV;
OTU_54	0	0	32	9	58	3	91	2	0	2	0	0	1431	0	0	16	0	28	174	155	63	59	52	0	0	1	14	82	0	75	249	0	0	37	1	40	0	0	0	0	0	0	0	0	0	0	0	0	16	56	0	38	0	86	0	39	0	1	0	0	20	101	175	1	0	28	50	0	8	0	1	0	65	0	0	473	1	1	0	0	73	51	0	80	160	0	0	0	0	0	0	11	127	400	1	0	268	0	34	0	0	0	0	529	32	40	0	0	2	577	161	592	1	48	110	0	101	0	1	83	0	0	409	0	1	43	0	32	2	1	0	0	0	4	225	77	1	81	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;
OTU_33	0	0	15	0	106	0	155	0	8	548	0	347	197	415	0	76	2	1368	474	0	0	188	225	1	0	2	0	0	0	0	298	1122	0	0	2	71	13	4	315	0	3	799	7	1	5964	1	160	143	0	322	438	39	0	4	452	7	0	0	214	2	0	871	0	0	0	1217	171	0	4	1	90	1	0	538	0	1	0	309	0	2	944	884	3	2	65	2	39	0	32	0	1	3	166	0	11	0	162	0	0	1	2	0	729	0	123	0	0	0	3	11	15	0	0	1	1	0	0	0	2	0	2	0	251	0	17	855	0	3	0	0	0	1	0	0	215	2	1	0	0	46	731	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;
OTU_170	0	0	7	151	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	65	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	492	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	11	0	0	0	1	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_167	0	0	4	15	0	0	1	0	0	1	0	0	0	6	0	11	0	0	9	3	20	0	0	0	0	1	0	40	0	5	1	0	0	0	30	1	1	3	0	0	1	0	0	7	0	0	3	2	0	7	0	2	0	0	1	0	0	0	0	0	24	20	0	0	28	3	3	0	2	0	0	8	139	1	0	0	0	0	1	0	0	56	0	211	5	1	0	0	3	0	0	0	5	4	0	0	18	0	6	0	0	0	0	99	3	2	0	7	0	41	0	0	0	1	0	0	5	0	0	0	3	0	40	45	1	0	0	1	0	0	2	0	0	0	4	7	2	3	0	1	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;
OTU_105	0	0	2	0	109	0	20	0	0	0	0	1	0	564	0	17	0	0	31	1	0	3	12	0	0	1	25	0	0	0	36	0	0	0	2	0	0	0	52	0	11	0	0	0	0	0	0	1	0	2	0	16	0	0	0	76	0	0	0	0	0	3	0	1	65	268	13	0	1	0	0	1	1	0	0	0	0	0	32	0	6	0	0	0	18	0	0	0	0	0	0	0	79	0	0	0	59	0	0	0	0	0	0	0	7	0	0	0	0	58	51	0	0	46	22	0	0	0	0	0	0	0	91	21	0	0	0	0	78	0	0	0	0	0	0	161	0	37	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
