	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S3	S4	S5	S6	S7	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	X1	X2	X3	X4	X5	X6	Z2	Z3	Z4	Z5
OTU_292	0	0	0	0	0	0.276739669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159993805	0	0	0.107010592	0	0	0	0	0	0	0	0	0	0	0
OTU_2934	0	0	0	0	0	0	0	0	0	0	3.886015236	0	0	0	0	0.318569061	0	0.144830004	0.292313678	0	0	0	0	0	0	0	0	0	0.431270222	0	0.249351276	89.76931585	19.38308386	76.69993639	1.667922497	49.88211902	0.959869911	1.111948332	0.284906571	0	0.475434357	0.527444473	0	0	0.267547268	0	0.276535939	0	0	24.20909049	60.79764578	73.52703708	55.40326538	74.47937223	35.42412298	0.161671492	0	0	0	0.571138961	0.181546573	0	0	0	0.322787282
OTU_294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367158344	0.315998776	0	0	0	0	0	0	0	0	0	35.21169717	23.93215197	28.90994287	67.03624439	21.36150115	33.05060398	34.89022919	0	0	0	0	0	0	0	0	0	0	0	71.94381407	44.98146502	83.42050082	54.64192073	103.7569112	53.19314587	0	0	0	0
OTU_2942	0	0	0	0	0	0	0	0	0.637703527	0	27.9793097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367158344	0	6.900323557	6.910180475	5.984430632	129.2678148	25.44954523	126.8774649	3.89181916	75.70345121	3.119577211	4.077143882	4.843411708	3.978432505	3.328040502	9.757722747	3.372510611	1.993727382	2.943019943	5.514346375	6.360326596	2.637727418	5.40013069	54.09218657	105.9158987	138.603952	101.1939768	140.3978971	85.09932992	5.65850223	9.966738606	5.638939433	7.401067073	6.092148913	10.16660808	2.50560912	5.092014459	3.219322166	2.582298258
OTU_2995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326433876	10.94922295	0	0	0	0	37.80624327	27.35103082	25.46196803	48.96973881	24.52616799	54.97192295	52.83377563	74.64568765	6.516954807	17.69830009	15.16693265	34.20082771	148.4698128	97.91620847	70.67374907	124.6136537	71.59008624	161.6480095	56.5850223	11.01586899	53.70418508	182.6646341	31.79340214	94.40421793	24.80553029	0	0.321932217	0
OTU_3	800.3802227	0.653048323	631.6236165	0.325983196	0	0.691849173	1.437995437	0.736148227	0	0	0	0	0	0	432.2591072	493.3041903	277.9872622	993.099334	868.4639383	861.3607352	0.144253596	678.5400339	0.501111695	0	0.204960317	2.116553056	0	0	0	0	0	0.326433876	0.443887417	0.238940612	0	0	0	37.80624327	56.41150107	57.02419924	114.1042458	1.846055655	51.26216128	107.6612786	0	0	0.829607817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30	65.2967796	0	49.96352751	0	0	0	0	0.184037057	0.318851763	0	0	0	0	0	20.39468856	36.63544196	32.97871654	25.92457063	25.43129001	25.47551282	0	41.56370688	0	0	0	0	0	0	0	0	0	3.264338758	131.9825252	36.08003238	3.335844995	38.14514984	0.959869911	0.741298888	0.854719713	0.530457667	0.475434357	0	0	0.498431846	0	0	0.553071878	0	0	0	0	0	0	0	0	1.131700446	2.360543354	2.148167403	0	8.567084408	0	0	0	0	0
OTU_304	0	0	0	0	0	0	0	0	52.61054094	19.70066335	5.051819806	14.56414062	20.41809002	8.116002311	0	0	0	0	0	0	0	0	0	0	0	0	7.343166874	16.43193637	8.194134224	5.758483729	6.483133184	0.326433876	0	0	0	0	0	0	0	0	0	0	0	0	7.491323491	6.015650591	6.360326596	1.648579636	0.450010891	0	0	0	0	0	0	0	0	0	0	0	0	5.01121824	16.97338153	11.26762758	6.778532927
OTU_3049	0	0	0	0	0	0	0	0	101.7137125	34.26202322	6.6062259	25.10397922	27.52003438	18.14165222	0	0	0	0	0	0	0	0	0	0	0	0	19.09223387	40.1318446	8.625404446	12.38074002	12.46756382	0	0	0	0	0	0	0	0	0	0	0	0	0	37.45661746	15.28977859	15.76254852	4.286307054	0	0	0	0	0	0	0	0	0	0	0	0	0	15.03365472	30.89155439	21.89139073	22.27232247
OTU_31	28.85590008	0	12.53156879	0	0	0	0	0	0.318851763	1.427584301	0.388601524	0.191633429	0.443871522	3.819295205	35.55534201	48.74106627	52.96581748	103.4086225	193.5116551	79.79122882	0	22.36761735	0	0	0	0	0.734316687	0.631997553	5.60651289	0	0.498702553	0.652867752	0.739812361	0.716821835	0	2.053969607	2.639642256	1.111948332	0	0	5.705212289	0.263722236	0.674502122	0.498431846	261.6612277	389.0120716	306.4018204	265.4213214	226.3554781	0	0.159993805	0	0	0	0	0	0	0	0	0	0	467.5466618	192.4781466	622.9388391	617.8148582
OTU_3114	0	0	0	0	0	0	0	0	355.2008643	119.0605307	32.64252798	88.72627771	113.6311097	52.51530907	0	0	0	0	0	0.160223351	0	0	0	0	0	0	62.04976009	119.1315387	46.57718401	32.53543307	33.16371975	0	0	0	0.555974166	0	0	0	0	0	0.950868715	0	0	0	69.82983683	27.07042766	25.44130638	5.93488669	2.700065345	0	0.159993805	0	0	0	0	0	0	0	0	0	0	32.32235765	27.15741045	23.82298403	53.58268885
OTU_313	0	0	0	0	0	0	0	0	54.84250328	84.22747374	13.60105332	3.449401725	16.86711784	3.819295205	0	0	0	0	0	0	0	0	0	0	0	0	14.3191754	11.05995717	8.625404446	2.015469305	17.70394062	0	0	0	0	1.467121148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378267039	0.479981414	1.316902157	1.398189662	1.819180069	0.814347655	0	0	0	0	0	0	0	0	0	0
OTU_3168	0	0	0	0	0	0.138369835	0	0	0	0	0	0	0	0	0.18048397	0	0.166559174	0.144830004	0.146156839	0	0	0	0	2.463084391	0.204960317	0	0	0	0.862540445	0.287924186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_317	0	0	0	0	0	0	0	0	0	0	0.777203047	0.191633429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249351276	1.958603255	0.887774833	12.66385243	36.13832078	1.173696918	0	0	0.569813142	3.182746004	0.950868715	1.846055655	2.023506366	0.498431846	69.56228956	21.55608129	62.49712221	4.286307054	57.15138314	14.75241452	5.11980175	6.694252629	1.57296337	2.996296584	2.035869137	0.485014477	3.147391139	2.237674378	0	0.761518614	0	68.9042508	67.21459086	21.2475263	31.95594094
OTU_32	0	0	0	0	0	0.138369835	0.479331812	0.184037057	0.318851763	0	1.165804571	0.191633429	0	1.909647603	127.6021665	0	174.720574	0	0.146156839	0.160223351	0	0	0	0	0	0	0.734316687	0	1.293810667	0.575848373	0.249351276	1.305735503	0	0.238940612	2.779870829	0	0	0.741298888	0	0	0	0.263722236	0	0	0	5.263694268	0	0.329715927	0.450010891	0	0	0	0.174773708	0	0	0	0.262282595	0	0	0.380759307	0	0	0	0	0
OTU_323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.42518565	50.60316551	59.97409356	29.46663079	40.7859679	2.879609733	21.86831719	31.62462939	2.652288337	16.16476815	2.637222364	8.094025465	10.9655006	0	0	0	0	0	59.76619215	142.7144738	93.9390205	75.32746807	181.2759433	131.9243201	47.04640426	51.2762473	15.75322762	0.157469512	14.65923332	19.97012302	29.56618762	13.91817286	74.68827425	47.12694321
OTU_33	0	0	0.162747647	0	0	0.138369835	0	0	0	0	0	0	0	0	1.624355726	25.48552484	47.96904224	0.289660007	16.51572283	33.16623367	0	0	0	0	0	0.162811774	0	0	0	0	0	0	0.295924944	0	0	0.29342423	0.239967478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_333	9.563669739	0	11.55508291	0	0	0	0	0	0	0	0	0	0	0	0.360967939	1.911414363	0.999355047	1.013810025	0.876941035	2.403350266	0	10.68304112	0	0	0	0.162811774	0	0	0	0	0	0	0	0	0	0	0	1.111948332	1.139626284	2.652288337	0.950868715	1.054888946	1.349004244	2.492159228	0	0	0	0	0	0	0	0	0	0	0	0	3.278532436	0.268520925	0	0.761518614	0.363093146	0	0	0	0
OTU_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527803798	0	0	0.367158344	0	6.037783112	21.59431399	0	0	5.178686529	5.017752848	0	2.934242295	5.759219467	0	0	0	0	0	0	0	1.337736338	0.250652108	1.935751573	0	3.150076236	0	4.479826531	1.316902157	1.57296337	2.568254215	0.407173827	0	0	0	0	0	0	5.512340064	2.036805784	4.828983249	14.5254277
OTU_34	0.164890858	0	0	0	0	0	0	0	0	0	0	0	0	0	5.234035118	75.02301376	93.9393744	21.00035051	18.70807541	19.06657877	0	0	0.167037232	0	0.204960317	0.162811774	0	0	0	0	0	0	0.147962472	0	0	0	0	0	0	0	0.475434357	0	0	0	0	0.250652108	0	0	0	0	0	0	0	0.107010592	0	8.891932076	60.71842072	7.429078936	0.157469512	7.805565794	1.452372583	0.250560912	0.339467631	0.96579665	0.645574564
OTU_35	10.71790574	0	8.137382331	0	0	0	0	0.184037057	0.637703527	0.28551686	0	0	0	0	1.263387787	28.19336186	38.14205095	2.317280056	4.530862014	15.54166505	0	10.01535105	0	0	0	0	0	0.315998776	0	0	0	0	0	0	0	0	0	6.301040545	5.983037992	12.99621285	2.852606144	8.702833801	11.12928501	19.43884198	0	0.250652108	0	0	0.450010891	0	0	0	0	0	0	4.850144769	22.81858576	3.66978598	0	5.521009952	0	0	0	0	0
OTU_355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15928453	0	0	0	0.160223351	0	0	0	0	0	0	0	0.315998776	0	0	0	0	0	0	0	0	0	0.741298888	6.267944563	6.630720842	7.131515361	2.109777891	7.756774404	14.95295537	0	0	0	0	0	0	0	0	0	0	0	0.323342985	30.55592231	2.506195304	0.157469512	3.617213417	4.538664323	0	0	0	0
OTU_36	0	0	0	0	46.25373134	19.51014667	3.195545416	138.2118297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.69482961	72.83692413	215.8232143	8.303400449	0	0	0	0	0	0	0	0	0	0	0	44.47793326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.5516768	0	0.363093146	0	0	0	0
OTU_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.873067179	24.68910219	6.828926153	9.558780231	15.49262495	27.87886308	0	0.166922518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_372	0	0	0	0	0	0	0	0	11.79751524	3.997236042	1.554406094	3.832668584	3.550972177	0.954823801	0	0	0	0	0	0	0	0	0	0	0	0	1.468633375	6.003976751	1.725080889	1.727545119	1.246756382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802641803	0.751956324	0.829607817	0.989147782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250560912	3.055208676	4.185118816	0.322787282
OTU_38	6.595634303	0	2.441214699	0	0	0	0.159777271	0	0	0	0	0	0	0	0.360967939	0.796422651	6.662366978	5.648370137	3.215450462	7.370274148	0	2.169992728	0	0	0	0	0.367158344	0.315998776	0	0	0	0	0	0.238940612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089506975	13.38490854	0	0	0	0	0	0
OTU_387	0	0	0.162747647	0	0	0	0	0	0	0.28551686	0	0	0.443871522	0	0	0	0	0.144830004	0.292313678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29342423	0	0	0	0	0	0	0	0	15.51774152	25.31586291	24.88823451	19.78295563	12.60030494	0	0.159993805	0	0	0	0	0	0	0	0	0	0	17.28870293	6.789352613	24.14491624	17.43051324
OTU_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477411901	0.360967939	8.123511044	9.32731377	1.737960042	2.192352587	1.442010159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.644296	32.24750888	0	0.979301627	38.76616773	74.7884115	2.779870829	32.86351371	55.19251989	0	0.284906571	0	0	0	0	0	15.25019425	6.266302699	13.82679695	2.637727418	8.100196036	6.241406143	35.03864323	5.267608626	11.88461213	23.5423303	3.257390619	0	0	0	0	0	0.181546573	4.259535504	5.092014459	9.014102065	9.360831185
OTU_4	0.494672573	80.65146786	0.325495293	1745.477023	2331.57698	1918.359387	1383.99072	1107.719045	0	0	0.388601524	0	0	0	0	0.477853591	0.166559174	0.289660007	0.292313678	0.160223351	218.6884513	0	772.0460848	252.6420846	1461.162103	250.7301312	0.367158344	0	0	0	0	0.652867752	0	0	0	0	0	0.370649444	0	0	0.950868715	0.791166709	0	0	0	0	0	0	0	0	0	0.438967386	0.699094831	0.321031777	0	0.161671492	0	0	621.8471037	0	2.541652021	0	0	0	0
OTU_40	75.0253402	0	33.8515105	0	0	0	0.159777271	0.184037057	0	0	0	0	0	0	4.33161527	8.919933696	2.664946791	0.434490011	1.023097874	0.801116755	0	58.25595863	0	0	0	0	0.367158344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.50230847	4.721086708	14.14210207	0	15.23037228	5.083304042	0	0	0	0
OTU_41	9.398778882	0	10.90409232	0	0	0	0	0	0	0	0.388601524	0.958167146	0	0	7.580326723	9.875640877	19.15430506	12.16572029	12.13101765	18.42568537	0	14.02149148	0	0	0	0	0.367158344	0.315998776	0	0	0	0	6.510348779	1.911524894	1.667922497	2.053969607	0	1.853247219	7.97738399	7.956865011	5.229777931	9.494000511	5.733268038	10.46706876	0.267547268	0	0	0	0	3.215269831	0	3.731222777	0	4.387434284	0	2.910086861	20.98260759	4.833376657	0	12.94581644	4.35711775	0	0	0	0
OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239967478	0	0	0	0	0	0	0	17.92566693	0.250652108	0	21.7612512	18.45044653	0	0	0.109741846	0	0	0	0	0	0	0	0	0	14.28197198	22.06539599	18.35013635	41.96234669
OTU_42	41.88227782	0	43.45362165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.90676254	0	0	0	0	0	0	0	0	0	0	0	0	0.555974166	0	0	1.482597775	0.854719713	0.265228834	3.803474859	0.791166709	1.349004244	0.498431846	0	0	0	0	0	0	0	0	0	0	0	1.293371938	1.04913038	2.148167403	1.732164634	3.80759307	2.178558875	0	0	0	0
OTU_423	0.329781715	0	0	0	0	0	0	0	0.318851763	0	70.72547729	106.7398201	138.0440434	58.72166378	0	0.15928453	1.165914221	0.144830004	0.146156839	0.160223351	0	0.166922518	0	0	0	0	75.26746046	95.74762924	15.525728	75.72406104	101.2366182	2.937904882	12.2808852	13.85855548	1.111948332	13.20409033	0.239967478	6.671689989	8.832103703	9.017780345	11.41042458	3.164666837	11.12928501	8.971773221	21.93887594	52.38629057	59.45522688	21.43153527	39.15094751	4.539204467	7.679702625	8.230638479	10.83596988	11.55714397	5.293259756	10.508647	16.91722737	11.99393467	0	15.61113159	8.532688928	32.57291856	9.165626027	15.77467861	34.21545192
OTU_424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652867752	27.81694478	58.30150928	1.111948332	27.28845334	34.31534932	0	0	0	0	0	0	0	31.57057757	15.54043069	26.54745014	2.637727418	21.15051187	1.702201675	28.47889724	3.731222777	9.612553929	18.61984306	0.407173827	0	0	0	0	0	0.181546573	21.04711661	21.0469931	13.84308531	29.37364268
OTU_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295924944	2.867287342	7.783638321	0.29342423	0	0	0	0	0	0	0	0	26.48717949	4.511737944	19.91058761	1.318863709	19.8004792	2.269602234	0	0.438967386	0.524321123	0	0	0	0.131141297	0	0	0	0	21.79879935	14.25764049	6.438644332	11.62034216
OTU_43	0	6.367221147	0	5.704705929	84.03455695	2.629026857	2.396659062	9.385889898	2.231962343	1.713101161	2.331609141	2.874501438	0.887743044	6.206354708	0.18048397	0	0	0	0	0	2.308057534	0	15.36742531	5.102103381	29.71924603	8.954647543	0.367158344	0	0.431270222	0	0.748053829	15.66882604	15.53605959	1.672584283	3.335844995	2.053969607	0.239967478	0	0	0	0	0	0	0	0	0.751956324	0.276535939	0.329715927	0.450010891	6.619673182	3.999845117	8.340380325	5.068437526	4.387434284	8.143476547	0.161671492	0	0	0	0	0	7.266266448	0	0	0
OTU_435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.509129512	4.977646901	3.956591127	5.850141581	0	0	0	0	0	0	0	0	0	0	0	0	7.015705536	3.734143937	2.575457733	3.550660105
OTU_44	5.4413983	0	11.06683997	0	0	0	0	0	3.507369396	4.568269762	1.943007618	1.533067433	1.775486089	2.387059503	57.5743863	47.46679002	73.78571429	17.23477042	15.63878179	23.39260925	0	9.013815949	0	0	0	0.162811774	1.101475031	2.527990211	0.431270222	2.303393492	0.997405105	0	0	0	0.555974166	0	0	0.370649444	0	40.04955389	0	0.527444473	56.3209272	58.81495778	0	0.250652108	0	0	0	0	0.159993805	0	0	0	0	0.323342985	51.80081249	74.64881726	0.157469512	85.67084408	0.181546573	1.753926384	2.376273414	1.287728866	0.968361847
OTU_440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631997553	0.431270222	0	0.249351276	0	0.147962472	0	0	0	0	0.370649444	0	0	0	0	0	0	0	0.250652108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_45	100.748314	0	64.61081571	0	0	0	0	0.368074114	0	0	0	0	0	0	4.151131301	6.052812151	0.999355047	3.186260077	0.584627357	5.127147233	0	97.8165953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.88434683	0.089506975	0	0.190379654	0	0	0	0	0
OTU_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.99484581	11.94633977	12.49193808	14.77266036	9.354037706	8.972507658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.447793326	5.983037992	8.487322678	6.180646646	3.428389073	12.1410382	7.476477684	0	0	0	0	0	0	0	0	0	0	0	1.778386415	1.704836867	4.654362707	0	2.855694803	5.446397188	0	0	0	0
OTU_47	25.55808292	0	33.68876285	0.162991598	0.138900094	0	0	0	44.32039509	83.37092316	52.46120568	35.83545126	39.948437	26.73506644	9.746134358	12.26490883	24.98387617	15.49681038	9.061724028	3.685137074	0	32.54989093	0	0	0	0	28.27119246	18.64392781	6.469053335	23.60978329	32.16631465	40.15136672	30.48026928	36.79685422	22.23896663	22.00681721	19.91730066	9.266236096	7.97738399	18.03556069	14.73846508	13.71355629	17.19980411	28.4106152	10.16679617	9.524780103	9.125685986	10.8806256	6.750163363	29.50482904	41.91837683	32.81281207	20.79807123	32.31719887	29.7236894	6.790202676	20.98260759	11.99393467	13.06996951	9.899741983	8.895782074	12.5280456	14.25764049	10.94569536	13.23427857
OTU_48	0	0	0	0.162991598	0	0	0	0	31.56632456	35.97512438	20.20727923	11.30637232	21.74970459	10.98047371	10.46807024	8.919933696	13.65785231	16.3657904	22.21583955	16.0223351	0	0	0	0	0	0.162811774	12.48338369	22.11991435	9.056674669	25.91317678	16.95588679	0	0	0	0.555974166	0	0	0	0	0	0	0	0.337251061	0.498431846	0	0	0.829607817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_49	12.20192346	0	8.625625271	0	0	0	0	0	19.44995756	33.6909895	15.93266247	12.83943976	13.76001719	5.728942808	1.443871757	2.229983424	4.830216059	6.227690151	4.530862014	3.845360425	0	11.85149875	0	0	0	0	13.95201706	10.42795962	8.625404446	11.80489165	8.477943395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131141297	0	0	0	0.181546573	0	0	0	0
OTU_493	0	0	0	0	0	0	0	0	9.565552898	4.568269762	1.943007618	2.874501438	3.550972177	2.387059503	0	0	0	0	0	0	0	0	0	0	0	0	3.671583437	6.319975528	2.156351112	1.727545119	0.748053829	0	0	0	0	0.29342423	0	0	0	0	0	0	0	0	7.758870759	3.007825296	2.212287512	0.329715927	0	0	0	0	0	0	0	0	0	0	0	0	0	2.004487296	2.376273414	1.609661083	3.550660105
OTU_5	0	744.1485638	0.325495293	94.53512682	137.3721931	282.2744625	84.20262171	1415.981115	5.420479975	1.427584301	5.44042133	1.724700863	0	4.774119006	0	0.637138121	0	0.289660007	0.584627357	0.160223351	497.8191593	0.166922518	281.1236609	274.6339096	981.7599206	762.9359707	0.367158344	0.631997553	2.587621334	0	9.724699777	0	0	0	0	0.29342423	0	0	0	0	0	0	0.337251061	0	0.535094535	2.757173188	0.829607817	0	0.900021782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339467631	0.321932217	0
OTU_50	39.07913325	0	36.2927252	0	0	0	0	0	0	0	0	4.215935442	0.443871522	1.432235702	2.526775574	3.185690606	3.331183489	3.186260077	3.361607301	2.403350266	0	16.02456169	0	0	0	0	2.93726675	2.211991435	2.156351112	0.863772559	5.236376803	0	2.6633245	3.584109177	0.555974166	2.053969607	0.239967478	1.482597775	1.139626284	1.326144168	2.377171787	2.637222364	1.011753183	0.498431846	0	0	0	0	0	11.34801117	4.479826531	2.963029852	22.89535572	6.634656722	4.071738274	7.113545661	1.442554272	3.31175808	1.259756098	2.474935496	5.264850615	0	0	0	0
OTU_51	5.771180015	0	5.696167632	0	0	0	0.159777271	0	23.91388224	20.55721393	5.44042133	8.240237455	11.09678805	16.70941652	5.053551149	8.123511044	4.330538536	4.489730109	3.653920979	7.049827446	0	7.010745738	0	0	0	0	3.304425093	7.89996941	5.60651289	3.167166051	5.735079356	10.44588403	7.398123612	5.973515295	1.111948332	6.748757279	1.439804867	2.594546107	1.139626284	3.978432505	3.803474859	2.109777891	1.349004244	4.48588661	2.14037814	1.503912648	1.659215634	2.967443345	1.800043563	4.728337987	4.639820336	1.097418464	4.194568987	2.140211846	2.850216791	5.011816261	2.491684652	2.416688329	3.62179878	0.380759307	2.904745167	3.507852768	6.110417351	4.507051032	6.778532927
OTU_516	0.824454288	0	0.813738233	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166559174	0	0	0	0	0.333845035	0	0	0	0	0	0	0	0	0	1.305735503	6.066461362	7.407158966	2.223896663	2.640818066	0.479934956	4.077143882	3.703785424	0.795686501	3.328040502	0.791166709	0.337251061	1.495295537	0	0	0	0	0	7.37620726	16.31936808	12.83979603	7.16572202	19.79695957	33.79542767	3.718444323	5.376793195	1.969153453	0	1.332657575	2.360105448	18.04038566	7.807755504	56.66007012	29.0508554
OTU_52	0.164890858	32.81567822	0	15.48420181	3.194702165	0.138369835	60.7153629	4.969000534	0	0	0	0	0	0	0	0	0	0	0.146156839	0	28.99497277	0	7.01556373	63.33645576	17.42162698	91.82584026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43148209	0	0
OTU_525	81.6209745	0	75.02666509	0	0	0	0	0	0	0	0	0	0	0	6.497422906	15.45059944	10.82634634	6.082860147	8.330939832	15.86211175	0	96.81506019	0	0	0	0.325623547	0	0	0	0	0	0	0	0	0	0	0	2.594546107	12.25098256	10.87438218	7.606949718	2.637222364	16.86255305	16.94668275	0	0	0	0	0	0	0	0	0	0	0	0.161671492	35.67043291	2.595702279	0	3.997972724	3.08629174	0	0	0	0
OTU_526	0.164890858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320446702	0	0	0	0	0	0	0	0	0	0	0	0	0.147962472	0	0	0	0	7.783638321	17.94911398	16.44418769	27.09975837	1.582333418	13.15279138	16.4482509	0	0	0.276535939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238940612	0	0	0	1.482597775	3.703785424	3.713203672	2.377171787	0.263722236	1.686255305	5.981182147	0	0	0	0	0	0	0	0	0	0	0	0.161671492	11.54043418	0.805562776	0	0.571138961	2.904745167	0	0	0	0
OTU_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18048397	8.123511044	15.32344405	3.910410095	2.776979944	4.806700531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.339571961	0	3.997972724	0.363093146	0	0	0	0
OTU_54	0	0	0	0	0	0	0	0	33.16058338	75.37645108	61.0104392	56.34022818	99.42722097	44.39930676	6.677906875	14.33560773	10.16010964	2.46211006	2.923136783	6.248710691	0	0	0	0	0	0	59.84681002	47.71581523	39.67686045	16.987527	12.96626637	0	0	0.238940612	0	0	0	5.189092214	17.66420741	16.97464536	16.64020251	10.02144498	43.16813581	25.91845597	58.05775706	24.31325447	29.86588141	55.7219917	37.35090394	0	0	0	0	0	0	27.48415369	27.40853117	14.58963695	16.69176829	13.32657575	28.32126538	53.87059608	161.2471245	135.8553954	60.68400906
OTU_546	0	0	0	0	0	0	0	0	0	0.28551686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979301627	25.00565781	54.7174001	2.223896663	24.06078682	29.51599977	0	0	0	0	0	0	0	3.745661746	1.754564756	2.488823451	0.659431854	2.250054454	2.269602234	31.51877952	3.182513545	10.83596988	20.43902313	2.443042964	0	0	0.089506975	0	0	0	2.004487296	1.697338153	0.643864433	2.90508554
OTU_55	1.319126861	0	0.48824294	0	0	0	0	0	0	0	0	0	0	0	0.902419848	5.89352762	5.163334408	6.082860147	3.069293622	4.966923882	0	0	0	0	0	0	0	0	0	0	0	8.160846895	32.84766884	21.50465506	25.57481163	21.12654452	2.639642256	0.370649444	1.424532855	1.591373002	1.90173743	0	0.674502122	0.498431846	0	0	0	0	0	16.45461619	39.35847595	29.74004037	26.21605617	34.24338953	32.16673236	1.940057908	1.573695569	1.074083702	0	2.474935496	0.181546573	0	0	0	0
